gndr,age_cat,eduyrs_cat,cntry,work_status,occupation,polscale,trust_cat,internet_use
1,41-55,<9,CH,Employé,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
2,26-40,<9,CH,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,41-55,<9,CH,Employé,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
1,18-25,<9,CH,Autre,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
1,56-70,<9,CH,Employé,Opérateurs/Assembleurs,Gauche,Élevée,Quotidiennement
2,56-70,13-15,CH,Employé,Professions intellectuelles,Droite,Élevée,Quotidiennement
1,26-40,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Très faible,Quotidiennement
1,41-55,16-20,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
2,56-70,<9,CH,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Employés administratifs,Centre-gauche,Très élevée,Quotidiennement
2,56-70,<9,CH,Autre,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,56-70,<9,CH,Employé,Cadres/Dirigeants,Droite,Élevée,Quotidiennement
2,71+,9-12,CH,Autre,Services/Vente,Centre-droite,Faible,Quotidiennement
1,71+,13-15,CH,Autre,Cadres/Dirigeants,Droite,Très élevée,Rarement
2,26-40,<9,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,71+,9-12,CH,Autre,Employés administratifs,Gauche,Élevée,Quotidiennement
2,56-70,<9,CH,Employé,Employés administratifs,Centre-droite,Très faible,Quotidiennement
2,26-40,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,41-55,13-15,CH,Employé,Agriculture/Pêche,Centre-gauche,Élevée,Régulièrement
1,18-25,9-12,CH,Autre,Agriculture/Pêche,Gauche,Élevée,Quotidiennement
1,41-55,13-15,CH,Employé,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
2,56-70,9-12,CH,Autre,Professions élémentaires,Centre-droite,Élevée,Quotidiennement
2,71+,9-12,CH,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,71+,<9,CH,Autre,Opérateurs/Assembleurs,Centre-gauche,Très élevée,Rarement
2,41-55,<9,CH,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
2,41-55,<9,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
2,56-70,16-20,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Professions élémentaires,Centre-gauche,Faible,Quotidiennement
2,41-55,<9,CH,Employé,Services/Vente,Droite,Très élevée,Régulièrement
2,41-55,<9,CH,Employé,Artisans/Métiers,Droite,Très élevée,Quotidiennement
1,71+,9-12,CH,Autre,Cadres/Dirigeants,Droite,Très élevée,Quotidiennement
2,56-70,9-12,CH,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,56-70,<9,CH,Chômeur,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
1,41-55,13-15,CH,Employé,Cadres/Dirigeants,Gauche,Faible,Quotidiennement
2,56-70,<9,CH,Autre,Services/Vente,Centre-gauche,Élevée,Rarement
2,26-40,13-15,CH,Employé,Professions intermédiaires,Gauche,Très faible,Quotidiennement
1,71+,<9,CH,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Rarement
2,56-70,<9,CH,Autre,Professions élémentaires,Centre-gauche,Faible,Quotidiennement
1,26-40,16-20,CH,Employé,Services/Vente,Droite,Très élevée,Quotidiennement
1,41-55,20+,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,18-25,16-20,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,41-55,<9,CH,Employé,Professions élémentaires,Centre-droite,Très élevée,Quotidiennement
2,41-55,<9,CH,Employé,Employés administratifs,Droite,Très faible,Quotidiennement
1,41-55,13-15,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,41-55,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,56-70,13-15,CH,Employé,Opérateurs/Assembleurs,Centre-gauche,Très élevée,Quotidiennement
2,26-40,13-15,CH,Employé,Artisans/Métiers,Centre-gauche,Très faible,Quotidiennement
1,41-55,<9,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
2,56-70,9-12,CH,Autre,Professions élémentaires,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,26-40,16-20,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,41-55,<9,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Agriculture/Pêche,Droite,Très élevée,Quotidiennement
2,41-55,9-12,CH,Employé,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
1,41-55,13-15,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
1,71+,9-12,CH,Autre,Cadres/Dirigeants,Centre-gauche,Élevée,Quotidiennement
1,41-55,<9,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,26-40,9-12,CH,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
2,41-55,20+,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,71+,13-15,CH,Autre,Professions intellectuelles,Centre-droite,Élevée,Régulièrement
2,26-40,<9,CH,Employé,Cadres/Dirigeants,Centre-gauche,Élevée,Quotidiennement
1,56-70,<9,CH,Employé,Employés administratifs,Centre-gauche,Très élevée,Quotidiennement
2,56-70,<9,CH,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
1,18-25,9-12,CH,Autre,Artisans/Métiers,Centre-gauche,Très élevée,Quotidiennement
2,56-70,<9,CH,Autre,Professions élémentaires,Droite,Faible,Rarement
1,26-40,<9,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,18-25,<9,CH,Employé,Services/Vente,Centre-droite,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
1,41-55,13-15,CH,Employé,Opérateurs/Assembleurs,Centre-droite,Élevée,Quotidiennement
2,71+,<9,CH,Autre,Professions intermédiaires,Centre-gauche,Très élevée,Régulièrement
2,18-25,<9,CH,Employé,Professions intermédiaires,Centre-droite,Très élevée,Quotidiennement
1,56-70,<9,CH,Autre,Professions intermédiaires,Droite,Très faible,Quotidiennement
1,56-70,16-20,CH,Employé,Professions intermédiaires,Centre-droite,Faible,Quotidiennement
1,41-55,16-20,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,41-55,13-15,CH,Employé,Services/Vente,Gauche,Élevée,Quotidiennement
2,56-70,<9,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Régulièrement
1,71+,16-20,CH,Autre,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,56-70,16-20,CH,Employé,Cadres/Dirigeants,Droite,Faible,Quotidiennement
1,71+,<9,CH,Autre,Artisans/Métiers,Centre-droite,Élevée,Régulièrement
2,18-25,9-12,CH,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Quotidiennement
2,26-40,16-20,CH,Employé,Cadres/Dirigeants,Centre-droite,Faible,Quotidiennement
2,56-70,9-12,CH,Employé,Cadres/Dirigeants,Centre-gauche,Faible,Quotidiennement
2,26-40,<9,CH,Employé,Employés administratifs,Centre-droite,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Cadres/Dirigeants,Droite,Très élevée,Quotidiennement
1,71+,<9,CH,Autre,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,41-55,13-15,CH,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Professions intermédiaires,Centre-droite,Faible,Quotidiennement
1,71+,<9,CH,Autre,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
2,41-55,9-12,CH,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
1,71+,13-15,CH,Autre,Employés administratifs,Centre-droite,Élevée,Régulièrement
2,56-70,13-15,CH,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Régulièrement
2,41-55,20+,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,71+,<9,CH,Autre,Employés administratifs,Centre-gauche,Élevée,Régulièrement
1,56-70,13-15,CH,Employé,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,41-55,<9,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Régulièrement
1,41-55,16-20,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,41-55,9-12,CH,Autre,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,56-70,16-20,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,26-40,9-12,CH,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,18-25,9-12,CH,Autre,Agriculture/Pêche,Gauche,Très élevée,Quotidiennement
2,26-40,<9,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
1,26-40,13-15,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Régulièrement
1,71+,<9,CH,Autre,Opérateurs/Assembleurs,Centre-droite,Très élevée,Rarement
1,71+,9-12,CH,Autre,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
1,56-70,<9,CH,Employé,Artisans/Métiers,Gauche,Très élevée,Quotidiennement
1,18-25,<9,CH,Autre,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
1,18-25,9-12,CH,Autre,Artisans/Métiers,Centre-gauche,Très élevée,Quotidiennement
1,41-55,16-20,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,41-55,<9,CH,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
2,56-70,9-12,CH,Employé,Professions intermédiaires,Droite,Très élevée,Quotidiennement
1,56-70,<9,CH,Employé,Cadres/Dirigeants,Centre-gauche,Très élevée,Quotidiennement
1,26-40,<9,CH,Employé,Artisans/Métiers,Centre-gauche,Très élevée,Quotidiennement
2,26-40,13-15,CH,Employé,Professions intellectuelles,Droite,Élevée,Quotidiennement
2,26-40,<9,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
2,56-70,<9,CH,Autre,Employés administratifs,Droite,Élevée,Quotidiennement
2,71+,<9,CH,Autre,Artisans/Métiers,Centre-gauche,Élevée,Régulièrement
1,26-40,20+,CH,Employé,Professions élémentaires,Centre-gauche,Élevée,Quotidiennement
1,26-40,9-12,CH,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,56-70,13-15,CH,Autre,Professions intermédiaires,Droite,Très élevée,Quotidiennement
1,41-55,13-15,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,56-70,<9,CH,Employé,Services/Vente,Centre-droite,Très élevée,Quotidiennement
2,26-40,<9,CH,Autre,Services/Vente,Droite,Très élevée,Quotidiennement
1,71+,13-15,CH,Autre,Agriculture/Pêche,Droite,Très élevée,Quotidiennement
1,41-55,<9,CH,Employé,Professions intermédiaires,Centre-droite,Très élevée,Quotidiennement
1,41-55,16-20,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,26-40,13-15,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,56-70,16-20,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,41-55,<9,CH,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,41-55,16-20,CH,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,56-70,<9,CH,Chômeur,Professions intermédiaires,Gauche,Élevée,Quotidiennement
1,56-70,20+,CH,Employé,Cadres/Dirigeants,Gauche,Élevée,Quotidiennement
1,18-25,<9,CH,Autre,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
1,56-70,<9,CH,Employé,Artisans/Métiers,Centre-droite,Élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,41-55,16-20,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
2,41-55,<9,CH,Employé,Employés administratifs,Centre-gauche,Faible,Quotidiennement
1,41-55,13-15,CH,Chômeur,Artisans/Métiers,Centre-droite,Très élevée,Régulièrement
1,18-25,9-12,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
2,26-40,<9,CH,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
1,18-25,<9,CH,Employé,Employés administratifs,Centre-gauche,Très faible,Quotidiennement
2,18-25,<9,CH,Employé,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
1,18-25,9-12,CH,Autre,Agriculture/Pêche,Centre-droite,Élevée,Quotidiennement
2,41-55,<9,CH,Employé,Professions intellectuelles,Gauche,Élevée,Régulièrement
2,56-70,20+,CH,Autre,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,26-40,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,26-40,13-15,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,56-70,<9,CH,Autre,Professions intermédiaires,Gauche,Faible,Quotidiennement
2,18-25,13-15,CH,Autre,Services/Vente,Centre-gauche,Élevée,Régulièrement
2,41-55,<9,CH,Employé,Employés administratifs,Droite,Élevée,Quotidiennement
1,56-70,<9,CH,Employé,Professions intermédiaires,Centre-droite,Très élevée,Quotidiennement
2,26-40,13-15,CH,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
2,41-55,<9,CH,Chômeur,Professions élémentaires,Centre-gauche,Faible,Quotidiennement
2,71+,9-12,CH,Autre,Services/Vente,Centre-droite,Élevée,Rarement
2,41-55,<9,CH,Autre,Services/Vente,Centre-droite,Faible,Quotidiennement
1,18-25,13-15,CH,Chômeur,Artisans/Métiers,Gauche,Très élevée,Quotidiennement
1,26-40,13-15,CH,Employé,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
1,26-40,9-12,CH,Employé,Artisans/Métiers,Droite,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Régulièrement
2,41-55,<9,CH,Employé,Services/Vente,Centre-droite,Élevée,Quotidiennement
1,41-55,16-20,CH,Chômeur,Professions intermédiaires,Droite,Élevée,Quotidiennement
1,56-70,13-15,CH,Chômeur,Opérateurs/Assembleurs,Centre-droite,Élevée,Régulièrement
1,26-40,16-20,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,71+,<9,CH,Autre,Professions intermédiaires,Centre-droite,Élevée,Rarement
2,26-40,<9,CH,Chômeur,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
2,41-55,<9,CH,Employé,Cadres/Dirigeants,Gauche,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Artisans/Métiers,Droite,Élevée,Quotidiennement
1,18-25,<9,CH,Employé,Professions intermédiaires,Centre-droite,Très élevée,Quotidiennement
2,41-55,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
2,41-55,<9,CH,Employé,Employés administratifs,Centre-droite,Élevée,Quotidiennement
2,56-70,9-12,CH,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,26-40,16-20,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,18-25,<9,CH,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
1,56-70,13-15,CH,Employé,Cadres/Dirigeants,Centre-droite,Élevée,Rarement
1,26-40,9-12,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,56-70,<9,CH,Employé,Professions élémentaires,Centre-gauche,Très élevée,Rarement
1,71+,<9,CH,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,18-25,9-12,CH,Employé,Employés administratifs,Centre-gauche,Très élevée,Quotidiennement
2,41-55,13-15,CH,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,71+,<9,CH,Autre,Cadres/Dirigeants,Centre-gauche,Élevée,Quotidiennement
2,56-70,9-12,CH,Autre,Agriculture/Pêche,Droite,Très élevée,Régulièrement
2,18-25,13-15,CH,Employé,Services/Vente,Centre-droite,Élevée,Quotidiennement
1,41-55,<9,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,41-55,16-20,CH,Employé,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
1,41-55,<9,CH,Autre,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,56-70,16-20,CH,Employé,Cadres/Dirigeants,Centre-gauche,Très élevée,Quotidiennement
1,26-40,16-20,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,26-40,9-12,CH,Chômeur,Employés administratifs,Droite,Très faible,Quotidiennement
1,41-55,<9,CH,Employé,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
2,41-55,9-12,CH,Employé,Professions intellectuelles,Droite,Élevée,Quotidiennement
2,41-55,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,71+,13-15,CH,Autre,Cadres/Dirigeants,Droite,Très élevée,Quotidiennement
1,56-70,<9,CH,Employé,Opérateurs/Assembleurs,Centre-gauche,Faible,Quotidiennement
1,41-55,9-12,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Professions élémentaires,Droite,Très élevée,Quotidiennement
1,41-55,<9,CH,Employé,Professions intermédiaires,Centre-droite,Très élevée,Quotidiennement
1,26-40,9-12,CH,Employé,Cadres/Dirigeants,Centre-droite,Élevée,Quotidiennement
2,41-55,13-15,CH,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,41-55,9-12,CH,Employé,Cadres/Dirigeants,Centre-gauche,Élevée,Quotidiennement
2,71+,9-12,CH,Autre,Agriculture/Pêche,Droite,Très élevée,Rarement
2,71+,<9,CH,Autre,Services/Vente,Centre-gauche,Très élevée,Rarement
2,26-40,9-12,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,18-25,<9,CH,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,71+,9-12,CH,Autre,Employés administratifs,Gauche,Très élevée,Quotidiennement
2,56-70,<9,CH,Autre,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,41-55,16-20,CH,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,56-70,9-12,CH,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,18-25,13-15,CH,Employé,Services/Vente,Gauche,Faible,Quotidiennement
1,56-70,16-20,CH,Autre,Professions intermédiaires,Droite,Très élevée,Quotidiennement
2,26-40,13-15,CH,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
1,71+,<9,CH,Autre,Professions intermédiaires,Centre-gauche,Élevée,Régulièrement
2,56-70,20+,CH,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,41-55,16-20,CH,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,26-40,13-15,CH,Employé,Agriculture/Pêche,Droite,Élevée,Quotidiennement
1,26-40,16-20,CH,Autre,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
